title,Score,Metascore,Year,Vote,Runtime,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,FilmNoir,History,Horror,Music,Musical,Mystery,Romance,Sci.Fi,Sport,Thriller,War,Western
Where the Buffalo Roam,6.7,61.244361877441406,1980,10331,99,6.66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Naked City,7.6,74.71231842041016,1948,10326,96,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Les Amants du Pont-Neuf,7.6,73.674957275390625,1991,10321,125,0.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amusement,5,35.55569839477539,2008,10315,85,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jezebel,7.6,74.1124038696289,1938,10315,104,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gemide,8.1,71.00782012939453,1998,10311,102,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forget Paris,6.4,53.28184127807617,1995,10306,101,33.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retreat,5.8,45.314205169677734,2011,10306,90,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Picture of Dorian Gray,7.6,78.81328582763672,1945,10293,110,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Little Caesar,7.3,80.50875091552734,1931,10290,79,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Spy,5.3,33.90558624267578,2008,10261,97,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farewell My Lovely,7.6,78.52058410644531,1944,10252,95,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rurôni Kenshin: Kyôto taika-hen,7.7,69.13330841064453,2014,10234,138,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Society,6.5,52.23222732543945,1989,10216,99,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7-beon-bang-ui seon-mul,8.2,66.208404541015625,2013,10213,127,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Having a Baby,5.8,45.77900314331055,1988,10202,106,16.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Court Jester,7.9,79.97509002685547,1955,10202,101,NA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Orchid,4.5,31.460529327392578,1989,10200,105,11.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hrútar,7.3,73.57896423339844,2015,10192,93,0.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPL: Sha po lang,7.1,52.515716552734375,2005,10191,93,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I Am a Fugitive from a Chain Gang,8.1,86.43082427978516,1932,10183,92,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marmoulak,8.6,66.32172393798828,2004,10180,115,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Movie,3.7,23.182268142700195,2008,10155,86,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hak hap,6.1,45.90203094482422,1996,10154,99,12.49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monkey Business,7.6,77.4906234741211,1931,10153,77,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ajab Prem Ki Ghazab Kahani,6.3,41.15478515625,2009,10148,150,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nanban,7.6,56.36085891723633,2012,10148,188,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall of the House of Usher,7,80.495269775390625,1960,10141,79,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Old Yeller,7.3,79.67403411865234,1957,10138,83,21.91,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungama,7.5,55.774925231933594,2003,10126,153,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Days of Wine and Roses,7.9,80.49536895751953,1962,10118,117,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clockwise,6.6,56.121002197265625,1986,10118,96,1.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StreetDance 3D,6,42.21439743041992,2010,10116,98,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mine vaganti,7.3,57.10155487060547,2010,10103,110,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Batman Ninja,5.7,46.933074951171875,2018,10097,85,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Goa Gone,6.6,53.59086227416992,2013,10094,108,0.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of the Demon,7.6,76.20600891113281,1957,10089,95,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Transit,5.8,39.36831283569336,2012,10081,88,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gorgeous,6.1,43.0252799987793,1999,10068,121,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Das finstere Tal,7.1,55.40829849243164,2014,10064,115,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Night and the City,8,83.90911865234375,1950,10056,101,3.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Montevideo, Bog te video!",8.3,72.93475341796875,2010,10052,140,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Hang Up,5.6,57.30300521850586,2016,10051,83,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Lady Snowblood: Blizzard from the Netherworld,7.7,75.44412994384766,1973,10049,97,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucia,8.4,64.51641082763672,2013,10047,135,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The 7th Voyage of Sinbad,7.1,71.9217758178711,1958,10038,88,6.98,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin and Marian,6.6,61.719120025634766,1976,10017,106,8.72,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Syrup,5.7,45.69819641113281,2013,9999,90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Summer with Monika,7.6,71.15032958984375,1953,9994,96,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghajini,7.5,57.84537124633789,2005,9994,175,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Roma,7.4,72.94518280029297,1972,9993,120,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letter,7.7,80.01593017578125,1940,9983,95,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sheltering Sky,6.8,62.43476867675781,1990,9975,138,2.08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lammbock,7.3,56.03986358642578,2001,9975,93,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fury,7.9,85.64888763427734,1936,9974,92,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tôkyô zankoku keisatsu,6,41.05143737792969,2008,9973,110,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Yamakasi - Les samouraïs des temps modernes,6.1,42.852359771728516,2001,9971,90,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seksmisja,7.7,66.564300537109375,1984,9971,117,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Baisers volés,7.8,71.72407531738281,1968,9965,90,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Elephant White,5.1,35.58234786987305,2011,9964,91,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Soldier of Orange,7.8,62.93780517578125,1977,9957,121,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Starship Troopers: Invasion,5.9,42.03337478637695,2012,9951,89,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Das Testament des Dr. Mabuse,7.9,81.187835693359375,1933,9946,122,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja: Shadow of a Tear,6.2,44.21369552612305,2013,9939,95,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cul-de-sac,7.2,70.401092529296875,1966,9938,113,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teorema,7.3,74.80689239501953,1968,9927,98,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kin-dza-dza!,8.2,69.358306884765625,1986,9926,135,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Choi-jong-byeong-gi hwal,7.2,63.379966735839844,2011,9919,122,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crow: Salvation,5,30.219270706176758,2000,9917,102,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neco z Alenky,7.5,67.50730895996094,1988,9916,86,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tom Jones,6.7,62.062477111816406,1963,9910,128,37.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oklahoma!,7.2,67.69633483886719,1955,9904,145,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Labor Pains,4.8,31.909921646118164,2009,9903,89,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Santa Claus: The Movie,6.1,47.36956024169922,1985,9889,107,23.72,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Preacher's Wife,5.5,44.39754104614258,1996,9889,123,48.1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Table No.21,7.1,65.83094024658203,2013,9885,108,0.03,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The I Inside,6.1,41.28934860229492,2004,9874,90,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Kabali,6.4,51.72834014892578,2016,9866,153,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Twist,7.8,75.95601654052734,1948,9856,116,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Claus Conquers the Martians,2.6,40.968772888183594,1964,9855,81,NA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Woods,5.7,43.932804107666016,2006,9853,91,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Skammen,8,81.77123260498047,1968,9851,103,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Factory,5.8,38.822021484375,2012,9844,104,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.3.2.1.,5.8,38.93577575683594,2010,9843,117,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beyond Re-Animator,5.9,47.386192321777344,2003,9842,96,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Doua lozuri,7.9,67.590606689453125,2016,9841,86,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbulence,4.8,30.107303619384766,1997,9834,100,11.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Incir Reçeli,6.6,48.65693664550781,2011,9833,94,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
White Hunter Black Heart,6.7,61.27444839477539,1990,9831,112,2.32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remo: Unarmed and Dangerous,6.4,48.906856536865234,1985,9826,121,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark,5.4,41.07960510253906,2005,9824,93,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Two-Lane Blacktop,7.3,74.6455078125,1971,9820,102,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunga Din,7.5,70.36174011230469,1939,9819,117,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Peacock,6.3,50.35750961303711,2010,9815,90,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Karakter,7.8,75.27360534667969,1997,9812,122,0.71,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Split Second,6.2,45.89102554321289,1992,9808,90,5.43,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blueberry,5.2,45.099056243896484,2004,9805,124,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mulk,5.9,50.51472854614258,2018,9798,140,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fright Night Part 2,5.9,44.35786056518555,1988,9795,104,2.98,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Divorzio all'italiana,8.2,75.43079376220703,1961,9788,104,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bad Bromance,5,43.343685150146484,2015,9786,101,0.66,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Moves,7.2,64.0086441040039,1975,9784,100,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Hwal,7.2,56.06458282470703,2005,9783,90,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pink Cadillac,5.3,35.9271354675293,1989,9782,122,12.14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athadu,8.3,57.931968688964844,2005,9782,172,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hey Ram,8,75.598388671875,2000,9780,186,0.27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Steel,2.8,26.860191345214844,1997,9779,97,1.71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tees Maar Khan,2.5,30.514204025268555,2010,9779,135,1.08,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asterix and Cleopatra,7.2,77.4683837890625,1968,9777,72,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Caller,6.1,44.149436950683594,2011,9774,92,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bheja Fry,7.7,62.62849426269531,2007,9772,95,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closely Observed Trains,7.7,71.1295394897461,1966,9771,92,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Final,5.4,44.44889831542969,2010,9767,93,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Deathwatch,6,48.07188034057617,2002,9765,94,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Kuai can che,7.2,59.29157257080078,1984,9765,108,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Crazy,7.7,79.249359130859375,1950,9759,87,NA,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Operation 'Y' & Other Shurik's Adventures,8.6,72.66212463378906,1965,9738,95,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ostrov,8,67.660797119140625,2006,9733,112,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America,3.3,28.475887298583984,1990,9728,97,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Monsters,6.1,50.46418762207031,1989,9720,100,0.79,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnal Knowledge,7,67.80955505371094,1971,9711,98,28.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fritz the Cat,6.3,66.52225494384766,1972,9707,78,25,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Broken,5.5,47.25617980957031,2008,9700,93,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Columbus Circle,6,42.71965026855469,2012,9699,82,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Veere Di Wedding,3.1,31.43474578857422,2018,9698,135,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Make an American Quilt,6.2,54.6833381652832,1995,9697,117,23.57,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wings,7.7,79.4652328491211,1927,9695,144,6.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Johnny Gaddaar,7.9,67.822174072265625,2007,9686,135,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Double Dragon,3.7,23.856191635131836,1994,9676,96,2.34,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United,7.5,56.475223541259766,2011,9675,94,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Billa 2,6.3,44.225791931152344,2012,9674,129,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bareilly Ki Barfi,7.5,56.6935920715332,2017,9672,116,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Çalgi Çengi,7.3,56.617591857910156,2011,9655,90,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kajaki,7.1,66.944732666015625,2014,9632,108,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeux interdits,8,85.23674774169922,1952,9628,86,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brat 2,7.9,63.30780029296875,2000,9628,122,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rogues Gallery,4.9,33.12141418457031,2010,9623,87,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Night Porter,6.8,61.13529586791992,1974,9608,118,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koneko monogatari,7.1,64.39019775390625,1986,9604,90,13.25,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Escort,6,49.8253288269043,2016,9600,88,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghulam,7.4,60.27519226074219,1998,9595,162,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saala Khadoos,7.7,66.53942108154297,2016,9594,109,0.08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Partner,5.7,47.930450439453125,2007,9590,155,1.06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Jake,7.2,69.76148986816406,1971,9588,110,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Letter from an Unknown Woman,8,81.32032012939453,1948,9586,87,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Moskva slezam ne verit,8.2,79.7633285522461,1980,9577,150,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Velayudham,6.5,49.228759765625,2011,9574,186,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Night of the Iguana,7.8,76.7243881225586,1964,9572,125,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roja,8.2,65.17139434814453,1992,9562,137,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Barfuss,7.2,54.209747314453125,2005,9556,118,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Common Wealth,7.3,62.873077392578125,2000,9550,110,NA,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chances Are,6.4,50.72542190551758,1989,9546,108,16.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Life,6.8,58.70252990722656,1993,9536,117,27.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo' Better Blues,6.6,57.93473815917969,1990,9535,129,16.15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Palm Beach Story,7.7,82.59910583496094,1942,9530,88,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Critters 3,4.3,31.89864158630371,1991,9527,86,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bus Stop,6.6,56.88163375854492,1956,9526,96,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bombay,8.1,64.76692962646484,1995,9525,141,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Raman Raghav 2.0,7.3,64.864044189453125,2016,9519,133,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shock Corridor,7.5,76.07176208496094,1963,9505,101,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No One Killed Jessica,7.2,69.32142639160156,2011,9502,136,0.44,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronia: The Robber's Daughter,7.3,67.88555145263672,1984,9497,126,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tere Bin Laden,7.2,59.38751983642578,2010,9491,95,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una giornata particolare,8.1,71.0527114868164,1977,9481,106,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To End All Wars,7.1,56.66498565673828,2001,9470,125,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Savior,7.3,63.838321685791016,1998,9452,103,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Altered,5.7,47.415035247802734,2006,9444,88,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Astérix et les Vikings,6,51.506378173828125,2006,9444,78,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHhH,6.4,49.27116394042969,2017,9441,120,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peter's Friends,7,66.1960678100586,1992,9439,101,4.06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Troops of St. Tropez,7.2,69.52613830566406,1964,9431,90,NA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don,7.8,66.9376220703125,1978,9429,175,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fack ju Göhte 2,6,41.50648880004883,2015,9427,115,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ill Manors,7.1,59.303916931152344,2012,9421,121,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurlyburly,5.8,50.77981185913086,1998,9412,122,1.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chupke Chupke,8.4,70.2072982788086,1975,9405,146,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brainscan,6.1,50.125831604003906,1994,9404,96,4.26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matador,7,65.05516815185547,1986,9399,110,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rooster Cogburn,6.9,67.39573669433594,1975,9397,108,8.02,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ghosts from the Past,6.7,59.41151809692383,1996,9365,130,13.05,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Walked with a Zombie,7.2,86.62081146240234,1943,9362,69,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Surviving the Game,6.1,45.19932556152344,1994,9361,96,7.73,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humpty Sharma Ki Dulhania,6.1,57.02983093261719,2014,9354,133,0.38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neverending Story III: Return to Fantasia,3.2,27.613243103027344,1994,9352,100,NA,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bordertown,6.1,42.013370513916016,2007,9345,112,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shell Shock,6.5,47.521602630615234,2009,9344,99,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Charley Varrick,7.5,73.10259246826172,1973,9342,111,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hungover Games,3.7,26.176137924194336,2014,9338,85,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
